Survey ID,Age,Gender,Ethnicity,Marital Status,Education Completed,Household Size,No One,Spouse,Children,Grand Children,Parent,Grandparent,Brother/Sister,Other Relative,Friends,Other ,Religion,Full Time Employment,Part Time Employment,Student,Homemaker,Retired,Occupation,Income,Achieving Ends Meet,US Born,Duration of Residency,Primary Language,English Speaking,English Difficulties,Familiarity with America,Familiarity with Ethnic Origin,Identify Ethnically,Belonging,Present Health,Present Mental Health,Present Oral Health,Hygiene Assistance,Smoking,Drinking,Regular Exercise,Healthy Diet,Hypertension,Diabetes,Arthritis,Physical Check-up,Dentist Check-up,Urgentcare,Folkmedicine,Primary Care,Health Insurance,Dental Insurance,Unmet Health Need,Unmet Dental Needs,Transportation (Medical),Interpretation (Medical),Comunication Problem,Preferance,Language,Family,Close Friend,Acquaintances,Heal Professionals,Mobile Apps,Email,Social Networks,Online Communities,Health Website,Other,Quality of Life,Satisfied With Life
60014,19,Female,Chinese,Single,16,2,0,0,0,0,Living with parents,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,Professional,"$20,000 - $29,999",0,No,0.5,1,Not well,Not much,High,Very high,Somewhat close,Very much,Excellent,Excellent,Excellent,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,0,0,0,0,Yes,0,Yes,Yes,Chinese Simplified,Yes,Yes,No,Yes,No,No,Yes,No,No,0,7,Slightly agree
40214,32,Female,Chinese,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,22,1,Very well,Not at all,Very high,High,Very close,Not very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,Yes,Eng_Chinese only,No,No,Yes,No,No,No,No,No,No,0,8,Slightly agree
60073,23,Female,Chinese,Single,17,1,Living with no one,0,0,0,0,0,0,0,0,0,None,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,2,1,Not well,Much,High,Very high,Somewhat close,Somewhat,Very Good,Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,Yes,0,0,Yes,Yes,Chinese Simplified,Yes,Yes,No,No,No,No,No,No,No,0,8,Slightly agree
50125,22,Male,Chinese,Single,16,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,,,,No,0.5,1,Not at all,Much,Very low,Low,Not very close,Not very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,0,0,0,0,0,0,0,Chinese Traditional,Yes,No,No,No,No,No,No,No,No,0,7,Slightly agree
60164,25,Female,Chinese,Other,17,5,0,0,0,0,0,0,0,,0,0,Protestant,0,0,Student,0,0,Service worker,"$60,000 - $69,999",0,No,2,1,Well,Not much,High,Very high,Not very close,Somewhat,Good,Fair,Good,0,0,0,1,1,0,0,0,0,0,0,0,Yes,0,0,0,0,Yes,0,Yes,Yes,Chinese Simplified,Yes,Yes,No,Yes,No,No,Yes,No,Yes,0,7,Disagree
60043,42,,Chinese,Single,12,3,0,0,0,0,0,0,0,,0,0,None,0,0,0,0,Retired,,,0,No,0.5,0,Not at all,Very much,High,High,Not very close,Not at all,Good,Good,Good,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese Simplified,Yes,Yes,No,No,No,No,No,No,No,0,10,
60220,48,Male,Chinese,Married,16,3,0,Living with spouse,0,0,0,0,0,0,0,0,,Employed full time,0,0,0,0,Service worker,"$0 - $9,999",0,No,0.5,1,Not at all,Very much,Very low,High,Somewhat close,Somewhat,Good,Good,Fair,0,0,0,1,1,0,Yes,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,Chinese Simplified,Yes,Yes,No,No,No,No,No,No,Yes,0,3,Disagree
60036,20,Male,Chinese,Single,12,2,0,0,0,0,0,0,0,0,0,0,None,0,0,Student,0,0,,"$30,000 - $39,999",0,No,0.5,1,Not well,Not much,Low,High,Somewhat close,Not very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,Yes,0,0,Yes,Chinese Simplified,Yes,No,No,No,No,No,No,No,No,0,10,Agree
40146,18,Male,Chinese,Single,13,2,0,0,0,0,Living with parents,0,0,0,0,0,None,0,0,Student,0,0,,"$70,000 and over",0,Yes,18,0,Very well,Not at all,Very high,,Somewhat close,Somewhat,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,Eng_Chinese only,Yes,Yes,Yes,Yes,No,No,No,No,No,0,10,Slightly agree
40149,18,Female,Chinese,Single,13,4,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,,"$20,000 - $29,999",0,Yes,18,1,Very well,Not at all,Very high,High,Somewhat close,Somewhat,Very Good,Very Good,Good,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,0,0,0,Yes,0,0,0,Eng_Chinese only,No,No,No,Yes,No,No,No,No,Yes,0,8,Slightly agree
60123,22,Male,Chinese,Single,17,4,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,,"$0 - $9,999",0,No,0.5,1,Not well,Much,Low,High,Somewhat close,Not very much,Good,Good,Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,0,0,0,Yes,0,Yes,Yes,Chinese Simplified,No,Yes,Yes,No,No,Yes,No,No,No,0,7,Slightly disagree
10040050,18,Female,Chinese,Single,12,4,0,0,0,0,Living with parents,0,Living with brothers/sisters,0,0,0,None,0,0,Student,0,0,,"$70,000 and over",0,No,17,0,Very well,Not at all,Very high,Low,Not very close,Somewhat,Excellent,Poor,Good,0,0,0,0,0,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,Yes,0,9,Agree
40212,36,Male,Chinese,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,None,0,0,0,0,0,Professional,"$70,000 and over",0,Yes,33,0,Very well,Not at all,High,Low,Somewhat close,Not very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,Yes,Eng_Chinese only,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0,9,Agree
60122,26,Male,Chinese,Living with a partner,17,3,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,Employed full time,0,0,0,0,Skilled trades,"$60,000 - $69,999",0,No,3,1,Not well,Not much,Low,Low,Not very close,Not very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,Yes,Yes,Chinese Simplified,No,No,No,No,No,No,Yes,No,Yes,0,7,Neither agree or disagree
10075,21,Male,Chinese,Single,16,4,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,Skilled trades,"$30,000 - $39,999",0,No,0.5,1,Well,Much,Low,Very high,Very close,Somewhat,Very Good,Excellent,Good,0,0,0,1,1,0,0,0,Yes,0,0,0,Yes,0,0,0,0,Yes,Yes,Yes,Yes,English,No,No,No,No,No,No,Yes,No,Yes,0,8,Slightly agree
60076,20,Female,Chinese,Single,12,3,0,0,0,0,Living with parents,0,0,0,0,0,None,0,0,Student,0,0,Service worker,"$20,000 - $29,999",0,No,0.5,1,Not well,Not much,Low,High,Somewhat close,Somewhat,Very Good,Good,Good,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,Yes,Chinese Simplified,Yes,No,No,No,No,No,Yes,No,No,0,8,Slightly agree
50120,25,Female,Chinese,Single,16,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,,,0,No,3,1,Not well,Very much,High,Very high,Very close,Somewhat,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese Traditional,No,No,No,No,No,No,Yes,No,No,0,9,Agree
60033,31,Female,Chinese,Married,17,5,0,Living with spouse,Living with children,0,Living with parents,0,0,0,0,0,None,0,0,Student,0,0,,"$70,000 and over",1,No,3,1,Not well,Much,Low,Very high,Very close,Somewhat,Very Good,Very Good,Good,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,0,0,0,0,0,0,0,Chinese Simplified,Yes,Yes,No,No,No,No,No,No,Yes,0,7,Slightly agree
60041,22,Male,Chinese,Single,16,3,0,0,0,0,0,0,0,0,0,,None,0,0,Student,0,0,Other,"$30,000 - $39,999",0,No,0.5,1,Not well,Not much,Low,Low,Somewhat close,Not very much,Very Good,Very Good,Excellent,0,0,0,1,1,0,0,0,Yes,0,0,0,0,Yes,0,0,0,0,0,Yes,0,Chinese Simplified,No,No,No,No,No,No,No,No,No,1,8,Slightly agree
60050,18,,Chinese,Single,12,5,Living with no one,0,0,0,0,0,0,0,0,0,None,0,0,Student,0,0,,"$10,000 - $19,999",0,No,0.5,1,Not well,Much,Low,Very high,Somewhat close,Somewhat,Excellent,Excellent,Excellent,0,0,0,0,1,0,0,0,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,Yes,Chinese Simplified,Yes,No,Yes,No,No,Yes,No,No,No,0,7,Slightly disagree
60051,18,Female,Chinese,Single,12,3,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,,"$50,000 - $59,999",0,No,2,1,Not well,Very much,High,Very high,Somewhat close,Not very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,0,0,0,Yes,0,0,0,Chinese Simplified,No,No,No,Yes,No,No,No,No,Yes,0,10,Strongly disagree
60087,25,Male,Chinese,Single,17,,Living with no one,0,0,0,0,0,0,0,0,0,None,0,0,Student,0,0,"Clerical, office, sales","$0 - $9,999",0,No,0.5,1,Not well,Very much,Low,Very high,Not very close,Somewhat,Excellent,Excellent,Very Good,0,0,1,0,1,0,0,0,Yes,Yes,0,0,0,Yes,0,0,0,Yes,Yes,0,0,Chinese Simplified,No,No,No,Yes,No,Yes,No,No,Yes,0,5,Neither agree or disagree
60111,26,Male,Chinese,Single,17,4,Living with no one,0,0,0,0,0,0,0,0,0,None,0,0,Student,0,0,Professional,"$10,000 - $19,999",0,No,0.5,1,Not well,Very much,High,High,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,0,0,0,Yes,Yes,0,0,0,Yes,0,0,Yes,Chinese Simplified,No,No,No,Yes,No,No,Yes,No,No,0,9,Strongly disagree
60113,24,Male,Chinese,Married,17,4,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,Professional,"$0 - $9,999",0,No,0.5,1,Not well,Much,Low,High,Not very close,Somewhat,Excellent,Excellent,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,0,0,0,0,0,0,0,Chinese Simplified,No,No,No,No,No,No,No,No,Yes,0,7,Neither agree or disagree
60114,28,Male,Chinese,Single,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,Employed full time,0,0,0,0,Professional,"$40,000 - $49,999",0,No,1,1,Well,Much,Low,High,Somewhat close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,0,0,0,Yes,Yes,Yes,0,0,0,0,,,Chinese Simplified,Yes,No,No,No,No,No,No,No,No,0,8,Agree
50212,64,Female,Chinese,Married,12,5,0,0,Living with children,0,0,0,0,0,0,0,None,0,0,0,0,Retired,,,0,No,0.5,1,Not at all,Very much,Very low,High,Very close,Somewhat,Fair,Fair,Poor,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Chinese Traditional,No,No,No,No,No,No,No,No,Yes,0,8,
60053,22,Female,Chinese,Single,17,3,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,"Manager, executive, or official","$10,000 - $19,999",1,No,0.5,1,Not at all,Much,Very low,High,Somewhat close,Not at all,Good,Good,Good,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Yes,0,0,0,Yes,Yes,Yes,Yes,Chinese Simplified,Yes,No,No,No,No,No,No,No,Yes,0,5,Neither agree or disagree
10446,27,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,5,1,Well,Much,Low,Low,Somewhat close,Not very much,Good,Good,Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,0,0,0,0,0,0,0,English,Yes,Yes,Yes,No,No,No,No,No,No,0,9,Agree
60070,20,Female,Chinese,Single,16,1,Living with no one,0,0,0,0,0,0,0,0,0,None,0,0,Student,0,0,"Manager, executive, or official","$0 - $9,999",0,No,0.5,1,Not well,Not much,High,High,Somewhat close,Not very much,Good,Good,Good,0,0,0,0,0,0,0,0,0,Yes,0,Yes,Yes,Yes,0,0,0,Yes,0,0,Yes,Chinese Simplified,Yes,No,No,No,No,No,No,No,No,0,6,Disagree
40144,22,Female,Chinese,Single,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,,"$20,000 - $29,999",0,No,5,0,Well,Not much,High,High,Somewhat close,Very much,Excellent,Excellent,Very Good,0,0,0,1,1,0,0,0,0,Yes,0,0,0,Yes,0,0,0,0,0,0,Yes,Eng_Chinese only,Yes,No,No,Yes,Yes,No,No,No,Yes,0,10,Agree
50110,55,Male,Chinese,Single,8,3,0,0,0,0,0,0,Living with brothers/sisters,0,0,0,Buddhist,Employed full time,0,0,0,0,Service worker,"$10,000 - $19,999",1,No,38,1,Not well,Not much,Low,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,1,1,0,0,0,0,Yes,0,0,Yes,Yes,Yes,0,0,Yes,Yes,Yes,0,Chinese Traditional,No,No,No,Yes,No,No,No,No,Yes,0,7,Slightly agree
50112,29,Male,Chinese,Single,17,4,0,0,0,0,Living with parents,0,0,0,0,0,None,0,0,Student,0,0,Professional,"$40,000 - $49,999",0,No,0.5,1,Not well,Not much,High,Very high,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,0,Yes,0,0,Yes,0,0,0,0,0,0,Yes,Chinese Traditional,Yes,Yes,Yes,No,No,No,No,No,Yes,0,7,Agree
60078,22,Male,Chinese,Single,17,3,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,Professional,"$20,000 - $29,999",1,No,0.5,1,Well,Not much,High,High,Not very close,Not at all,Good,Good,Good,0,0,1,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,Yes,0,Yes,Yes,Chinese Simplified,Yes,Yes,Yes,No,Yes,No,No,Yes,No,0,5,Slightly disagree
60109,24,Male,Chinese,Single,17,4,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,,"$10,000 - $19,999",0,No,3,1,Not well,Not much,Low,High,Somewhat close,Somewhat,Good,Very Good,Good,0,0,0,1,1,0,0,0,Yes,0,Yes,0,Yes,Yes,Yes,0,0,0,0,Yes,Yes,Chinese Simplified,Yes,No,No,Yes,No,No,No,No,No,0,8,Agree
40111,68,Female,Chinese,Married,16,2,0,Living with spouse,0,0,0,0,0,0,0,0,Catholic,0,0,0,0,Retired,,"$40,000 - $49,999",0,No,45,1,Very well,Not at all,High,High,Somewhat close,Not very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,Eng_Chinese only,No,No,No,Yes,No,Yes,No,No,Yes,0,9,Agree
40141,42,Female,Chinese,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,None,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,3,1,Very well,Very much,Low,Very high,Very close,Not very much,Good,Good,Fair,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Yes,Yes,0,0,0,0,Yes,Yes,Eng_Chinese only,No,No,No,No,No,No,No,Yes,Yes,0,9,Agree
60118,56,Female,Chinese,Married,10,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,None,0,0,0,0,0,Business owner,"$20,000 - $29,999",0,No,27,1,Not well,Much,Low,Very high,Very close,Very much,Poor,Fair,Poor,0,0,0,0,1,Yes,Yes,0,Yes,0,0,Yes,0,Yes,0,Yes,Yes,0,Yes,Yes,Yes,Chinese Simplified,No,Yes,No,No,No,No,No,No,No,0,8,Slightly disagree
60125,24,Male,Chinese,Single,17,1,Living with no one,0,0,0,0,0,0,0,0,0,None,0,0,Student,0,0,,"$10,000 - $19,999",,No,,1,Not well,Much,Low,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Chinese Simplified,No,No,No,No,No,No,No,No,Yes,0,6,Disagree
50124,22,Female,Chinese,Other,17,3,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Buddhist,0,0,Student,0,0,Other,"$40,000 - $49,999",0,No,0.5,1,Well,Very much,High,Very high,Very close,Somewhat,Good,Good,Good,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,0,0,0,0,0,Yes,Yes,Chinese Traditional,Yes,No,No,Yes,No,No,No,No,No,0,7,Slightly agree
50102,20,Female,Chinese,Single,13,5,0,0,0,0,0,0,0,,0,0,Buddhist,0,0,Student,0,0,,,,No,1,1,Not well,Much,Low,High,Very close,Somewhat,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,0,Chinese Traditional,Yes,No,No,No,No,No,No,No,No,0,9,Agree
60221,37,Male,Chinese,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,None,Employed full time,0,0,0,0,Professional,"$50,000 - $59,999",0,No,0.5,1,Not well,Not much,Low,Very high,Somewhat close,Somewhat,Good,Good,Good,0,0,0,1,1,0,0,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,0,0,0,0,Yes,Yes,Chinese Simplified,No,No,No,No,No,No,No,No,Yes,0,7,Slightly agree
60066,60,Male,Chinese,Married,16,3,0,0,Living with children,0,0,0,0,0,0,0,None,0,0,0,0,Retired,,"$0 - $9,999",0,No,0.5,1,Not at all,Much,Very low,High,Not very close,Somewhat,Fair,Fair,Fair,0,0,0,1,1,0,Yes,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Chinese Simplified,No,No,No,No,No,No,No,Yes,No,0,4,Slightly disagree
10128,18,Male,Chinese,Single,12,4,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,,"$70,000 and over",0,Yes,18,0,Very well,Very much,Very high,Low,Somewhat close,Somewhat,Very Good,Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,Yes,No,No,No,Yes,No,0,8,Agree
60086,22,Male,Chinese,Single,16,4,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,,"$0 - $9,999",0,No,0.5,1,Well,Very much,High,High,Somewhat close,Somewhat,Very Good,Very Good,Good,0,0,0,1,1,0,0,0,Yes,0,0,0,0,Yes,0,0,0,0,Yes,Yes,0,Chinese Simplified,Yes,Yes,Yes,No,No,Yes,Yes,No,No,0,8,Agree
60056,18,Female,Chinese,Single,12,1,Living with no one,0,0,0,0,0,0,0,0,0,None,0,0,Student,0,0,,"$10,000 - $19,999",0,No,0.5,1,Not well,Not much,Low,Low,Very close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,0,0,0,0,Yes,0,0,0,0,Yes,0,0,0,Yes,0,0,Yes,Chinese Simplified,Yes,Yes,No,Yes,No,Yes,No,No,No,0,6,Neither agree or disagree
60198,75,Male,Chinese,Married,16,4,0,0,Living with children,0,0,0,0,0,0,0,None,0,0,0,0,Retired,Professional,"$30,000 - $39,999",0,No,6,1,Not well,Much,Low,Low,Somewhat close,Somewhat,Very Good,Very Good,Good,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,Chinese Simplified,Yes,No,No,No,No,No,No,No,No,0,6,Neither agree or disagree
60235,71,Female,Chinese,Married,16,5,0,Living with spouse,Living with children,0,0,0,0,0,0,0,None,0,0,0,0,0,,"$40,000 - $49,999",0,No,0.5,1,Not at all,Very much,Very low,High,Not very close,Somewhat,Poor,Fair,Poor,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Chinese Simplified,No,No,No,Yes,No,No,No,No,No,0,3,Slightly disagree
50123,23,Male,Chinese,Single,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,,,0,No,0.5,1,Not at all,Much,Low,High,Very close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,0,0,0,0,Yes,Yes,0,0,Yes,Yes,0,0,0,Yes,Yes,Yes,Yes,Chinese Traditional,Yes,No,No,No,No,No,No,No,No,0,8,Slightly agree
50190,61,Male,Chinese,Married,14,7,0,0,Living with children,0,0,0,0,0,0,0,None,0,0,0,0,Retired,Business owner,"$70,000 and over",0,No,0.5,1,Not at all,Not much,Low,High,Very close,Somewhat,Very Good,Very Good,Fair,0,1,1,1,1,0,0,0,Yes,0,0,0,0,Yes,0,0,0,0,Yes,0,Yes,Chinese Traditional,No,No,No,Yes,No,No,Yes,No,No,0,8,Slightly agree
40187,23,Female,Chinese,Single,16,5,0,0,0,0,Living with parents,0,Living with brothers/sisters,0,0,0,None,Employed full time,0,0,0,0,Professional,"$50,000 - $59,999",0,Yes,23,0,Very well,Not at all,Very high,High,Somewhat close,Somewhat,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Eng_Chinese only,Yes,Yes,No,Yes,No,No,No,No,Yes,0,8,Neither agree or disagree
60054,23,Female,Chinese,Single,17,3,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,0,Student,0,0,Professional,"$30,000 - $39,999",0,No,0.5,1,Not well,Much,Low,High,Somewhat close,Not very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,,Yes,0,0,0,0,Yes,,Yes,Chinese Simplified,Yes,No,No,No,No,No,No,No,Yes,0,8,Agree
60077,44,Female,Chinese,Married,16,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,None,0,0,0,Full time homemaker,0,,"$70,000 and over",0,No,16,1,Not well,Not much,High,High,Very close,Somewhat,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,Chinese Simplified,Yes,Yes,No,No,No,Yes,No,No,No,0,8,Slightly agree
50009,66,Female,Chinese,Married,16,5,0,0,Living with children,0,0,0,0,0,0,0,None,0,0,0,0,Retired,,"$50,000 - $59,999",0,No,0.5,1,Not at all,Very much,Low,High,Somewhat close,Somewhat,Fair,Fair,Poor,0,0,0,1,1,Yes,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Chinese Traditional,No,No,No,No,No,No,No,Yes,No,0,2,Slightly disagree
50104,19,Male,Chinese,Living with a partner,12,4,0,Living with spouse,0,0,0,0,0,0,0,0,None,Employed full time,0,Student,0,0,Skilled trades,"$70,000 and over",0,No,1,1,Very well,Not at all,High,High,Very close,Not very much,Excellent,Very Good,Excellent,0,1,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Chinese Traditional,Yes,Yes,No,No,No,Yes,Yes,No,No,0,9,Agree
60085,47,Male,Chinese,Married,16,4,0,0,Living with children,0,0,0,0,0,0,0,None,0,0,0,0,0,,"$70,000 and over",0,No,2,1,Not well,Not much,Low,Very high,Somewhat close,Somewhat,Fair,Fair,Fair,0,0,0,0,1,Yes,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Chinese Simplified,Yes,Yes,No,No,No,No,No,No,Yes,0,8,Agree
60137,60,Female,Chinese,Single,12,3,0,0,Living with children,0,0,0,0,0,0,0,None,0,0,0,0,Retired,,,0,No,0.5,1,Not at all,Not at all,Low,High,Not at all,Not at all,Very Good,Good,Very Good,0,0,0,1,1,0,0,Yes,Yes,0,0,Yes,Yes,0,0,Yes,Yes,0,Yes,Yes,0,Chinese Simplified,No,No,No,No,No,No,No,No,No,1,,
60152,76,Female,Chinese,Married,16,6,0,0,Living with children,0,0,0,0,0,0,0,,0,0,0,0,Retired,,,0,No,0.5,1,Not at all,Not much,Low,High,Somewhat close,Very much,Good,Good,Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,0,0,0,0,Yes,Yes,Yes,Yes,Chinese Simplified,No,No,No,Yes,No,No,No,No,Yes,0,7,
60154,64,Female,Chinese,Married,12,3,0,0,Living with children,0,0,0,0,0,0,0,None,0,0,0,0,Retired,,,0,No,0.5,1,Not at all,Not much,,Low,Not very close,Not at all,Fair,Good,Fair,0,,0,1,1,Yes,0,0,0,0,0,0,0,Yes,0,0,0,0,Yes,0,Yes,Chinese Simplified,Yes,No,No,No,No,No,No,No,No,0,7,Neither agree or disagree
50039,69,Male,Chinese,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Protestant,0,0,0,0,Retired,"Manager, executive, or official","$70,000 and over",0,No,33,1,Not well,Much,High,High,Very close,Somewhat,Good,Very Good,Poor,0,0,0,1,1,Yes,Yes,0,Yes,0,0,0,0,Yes,0,0,0,0,Yes,Yes,,Chinese Traditional,Yes,Yes,No,No,No,No,No,No,No,0,5,Slightly agree
50194,36,Female,Chinese,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Buddhist,0,0,0,Full time homemaker,0,,"$70,000 and over",0,No,0.5,1,Not well,Not much,Low,High,Somewhat close,Not very much,Good,Good,Good,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Yes,Yes,0,0,0,0,0,0,Chinese Traditional,Yes,Yes,No,No,No,No,Yes,No,No,1,7,Agree
60040,33,Female,Chinese,Married,16,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,None,0,0,0,Full time homemaker,0,Professional,"$20,000 - $29,999",0,No,1,1,Not at all,Not much,Low,High,Somewhat close,Somewhat,Good,Good,Good,0,0,1,0,1,0,0,0,Yes,Yes,0,0,0,Yes,0,0,0,0,Yes,0,0,Chinese Simplified,Yes,Yes,No,Yes,No,No,No,No,Yes,0,9,Agree
10082,19,Female,Chinese,Single,13,4,0,0,0,0,Living with parents,0,Living with brothers/sisters,0,0,0,None,0,0,Student,0,0,,"$10,000 - $19,999",0,No,9,0,Very well,Very much,High,High,Very close,Very much,Very Good,Excellent,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,Yes,English,Yes,No,No,No,No,No,No,No,No,0,9,Agree
11078,18,Female,Chinese,Single,12,4,0,0,0,0,Living with parents,0,Living with brothers/sisters,0,0,,Protestant,0,0,Student,0,0,,"$70,000 and over",0,No,16,1,Very well,Not at all,Very high,Very low,Not very close,Not very much,Poor,Poor,Very Good,0,0,0,0,0,0,0,0,Yes,Yes,Yes,0,Yes,Yes,Yes,0,0,0,0,0,Yes,English,Yes,Yes,No,Yes,No,No,No,No,No,0,10,Strongly agree
